idx,title,model,geval_score,geval_reason
0,Niu_2025_Functional_Nanolayer_Dielectrics,llama-3.2-3B-Instruct,0.2,"Partially preserves core themes (negatively charged dielectrics for Si passivation and MoS2 doping, interface characterization), but omits critical specifics: SiOx/AlOx/SiNx stack with ~2.5 nm AlOx, Seff improvements (6.3→5.5 cm/s), electron-source-within-critical-distance mechanism, negative corona as electron source, 450 °C charge stability, charge density ~1e12 q cm^-2, EELS correlation, all-dry fabrication, controlled environment, no mobility degradation, and proposed models. Introduces distortions (HfOx-capped dielectrics, absence of p-type conductance) that contradict the expected converging p-type evidence. Ends with meta-commentary, violating abstract style. While concise and generally abstract-like, semantic fidelity and completeness are weak."
0,Niu_2025_Functional_Nanolayer_Dielectrics,DeepSeek-R1-Distill-Llama-8B,0.3,"Partially preserves core elements by mentioning negatively charged dielectrics, ultra-thin AlOx passivation, low surface recombination via corona processes, and MoS2 field‑effect doping. However, it omits critical specifics: SiOx/AlOx interface charging mechanism and need for a nearby electron source, identification of negative corona as the source, elevated-temperature corona creating deep acceptor states with 450 °C stability, target charge density (~1e12 q cm−2), the SiOx/AlOx/SiNx stack with chemically grown SiOx and ~2.5 nm AlOx, exact Seff values (6.3 and 5.5 cm/s), role of valence band tail states, TEM/EELS analyses, all‑dry MoS2 FET process, controlled environment preserving charges, mobility retention, and interface modeling. It adds an unsupported claim about minimizing environmental impact. Critically, it includes a meta “think” block, violating the abstract style requirement and conciseness expectations."
0,Niu_2025_Functional_Nanolayer_Dielectrics,DeepSeek-R1-Distill-Qwen-1.5B,0.0,"Fails all steps: it does not preserve core elements (no mention of negatively charged dielectrics, SiOx/AlOx interface charge injection, corona charging, SiOx/AlOx/SiNx passivation, Seff improvements 6.3→5.5 cm/s, or p-type MoS2 field-effect doping ~1e12 q cm-2). Semantic fidelity is poor, introducing unrelated content about ultra-high-frequency networks, 5G/cloud computing, and dubious references (e.g., 10.1983/10.148). Critical information from the expected abstract is missing throughout. The output is not in scientific abstract style and includes meta-commentary and think tags. It is overly verbose and repetitive, lacking conciseness."
0,Niu_2025_Functional_Nanolayer_Dielectrics,DeepSeek-R1-Distill-Qwen-7B,0.0,"Fails to preserve the core elements of the reference: the expected abstract centers on negatively charged dielectrics, corona charging at SiOx/AlOx interfaces, SiOx/AlOx/SiNx passivation with Seff = 6.3→5.5 cm/s, TEM/EELS analysis, and p-type field-effect doping of 2D MoS2 at ~1e12 q cm-2 with high-temperature (450 °C) stability and an all-dry process. The actual output instead discusses generic carrier distribution/contact resistance in SiOx/“Si2” with unclear “AL measurements,” and introduces unsupported claims (e.g., 50% contact resistance reduction, quantum computing applications) while omitting all key quantitative results and methods (corona charging, interface models, Seff, TEM/EELS, MoS2 doping). It also contains contradictions about carrier densities and includes meta ‘think’ content, violating the abstract style requirement. Overall, it exhibits major semantic distortions, critical omissions, and lacks conciseness and fidelity to the reference."
0,Niu_2025_Functional_Nanolayer_Dielectrics,DeepSeek-R1-Distill-Qwen-14B,0.2,"Partially preserves core elements (charged dielectrics, corona charging, passivation of Si, p-type doping of MoS2), but semantic fidelity is weak: includes unsubstantiated specifics (AlOx ~1 nm, charge density ~5×10^12 q/cm^2, Seff < 6 cm/s, HfOx-capped dielectrics, annealing under positive surface charges, τeff–Vsurf and PL methods) that do not appear in the reference. Omits key details such as the SiOx/AlOx/SiNx stack, chemically grown low-temperature SiOx, critical-distance electron source mechanism, elevated-temperature corona creating deep acceptors with 450 °C stability, valence band tail states, and TEM/EELS correlations. Violates abstract style with meta-commentary/thinking trace and markdown bullet points. Also overly verbose relative to a compact abstract."
0,Niu_2025_Functional_Nanolayer_Dielectrics,Phi-4-mini-instruct,0.1,"The output is generic and highly repetitive, failing to preserve the core elements of the reference abstract. It omits critical specifics such as negatively charged dielectrics, the SiOx/AlOx interface charging mechanism, corona charging (including elevated-temperature deep acceptor states), target charge density (~1e12 q cm-2), the SiOx/AlOx/SiNx passivation stack with ~2.5 nm AlOx, quantitative Seff improvements (6.3 to 5.5 cm/s), TEM/EELS analyses, and the comprehensive model linking chemical and field-effect passivation. It also misses the all-dry process and reproducible characterization leading to p-type doping of MoS2 without mobility degradation. The text introduces extraneous elements (e.g., HfOx emphasis, claims of faster switching) not in the reference and lacks concrete results. Although it mentions SiOx, AlOx, MoS2, and surface passivation, it violates conciseness with extensive duplication and does not follow the focused scientific abstract style."
0,Niu_2025_Functional_Nanolayer_Dielectrics,qwen/qwen3-4b-2507,0.5,"Preserves core elements (problem, methods, results, contributions) and includes key details from the reference, such as the SiOx/AlOx/SiNx passivation stack, ultrathin ~2.5 nm AlOx, Seff ~6.3 cm/s with further improvement to 5.5 cm/s via electric-field treatment, use of TEM/EELS, and p-type field-effect doping of MoS2 at ~1e12 q cm−2 without mobility loss. However, it introduces unsupported specifics not in the reference (HfOx dielectric and capping, 77% trion ratio change, hydrogen migration, CO3− ions, “record-low” and n-type Seff=3.3 cm/s, and “first” claim), risking semantic distortion. It also omits critical insights (necessity of an electron source within a critical distance, explicit identification of negative corona as the source, 450 °C charge stability, and the controlled measurement environment). Style is abstract-like but overly verbose."
0,Niu_2025_Functional_Nanolayer_Dielectrics,gpt-oss-120b,0.8,"The abstract largely preserves the core elements of the reference: it states the dual objectives (ultra-thin p-Si passivation and field-effect doping of MoS2), details methodologies (SiOx/AlOx/SiNx stacks; negative corona and hot-corona charging; all-dry FET fabrication; controlled measurements), and reports key results (Seff ~6.3 cm/s improved to 5.5 cm/s; induced MoS2 hole density ~1.1×10^12 q cm^-2 with preserved mobility). Semantic fidelity is strong overall, but there is a notable discrepancy where the expected “deep acceptor states” from hot-corona are described as “deep donor-like defects.” It also omits critical elements from the reference such as the need for an electron source within a critical distance, the TEM/EELS atomic-scale characterization, and the explicit comprehensive models. The style is appropriate, though somewhat verbose relative to conciseness criteria."
0,Niu_2025_Functional_Nanolayer_Dielectrics,gpt-oss-20b,0.7,"The Actual Output preserves the core elements of the reference: it addresses negatively charged dielectrics, investigates SiOx/AlOx interface charging via corona/hot‑corona, applies a SiOx/AlOx/SiNx stack for p‑type Si passivation, and demonstrates p‑type field‑effect doping of MoS2 around ~1×10^12 cm⁻2 with an all‑dry process and no mobility loss. It shows good semantic fidelity on mechanisms (defect‑assisted injection, elevated‑temperature stability) and methods (TEM/EELS correlations). However, it introduces numerous details not in the reference (e.g., Qf≈–6×10^12 cm⁻2, SRV <4 cm/s, HfO2‑ vs SiOx/AlOx‑capped behavior, Kelvin probe mapping, hydrogen migration/oxygen vacancies, UV robustness, PL trion/exciton ratios) that risk hallucination relative to the Expected Output, and it omits explicit points like the “electron source within a critical distance” and the stated Seff progression from 6.3 to 5.5 cm/s and the explicit “comprehensive model” claims. The style is appropriate for a scientific abstract but is overly long and verbose, reducing conciseness. Overall, it aligns well in scope but deviates with extra, unreferenced specifics and some missed stated details."
1,Brody_2025_Numerical_simulation_of,gemma-3-4b-it,0.2,"The generated abstract diverges from the reference’s core focus on a computationally efficient solver for transpiration cooling at stagnation points. It omits critical elements such as wall catalycity, species transport into and within the porous medium, validation for both non-blowing and blowing, parameter studies (altitude, speed, radius, coolant rate/composition), and the development of correlations for heat and mass Stanton number reduction. It misrepresents thermochemical modeling by downplaying the intended use of the Stockmayer potential for polar species (NO, CO, CN, CH) and introducing a new collision-integral database and “orbiting analysis,” along with emphasis on radiative heat transfer and boundary-layer stability—none of which are in the reference. Validation paths (shock tubes, CFD) and broader applications (fusion energy) are not aligned. Style is violated by meta-introductory text (“first iteration…750 words”) and excessive length, reducing conciseness."
1,Brody_2025_Numerical_simulation_of,gemma-3-12b-it,0.6,"The abstract retains core elements—problem of hypersonic heating at sharp leading edges, objective to develop a TC solver under non‑equilibrium conditions, and methodology via extended stagnation-line theory and Stockmayer-based collision integrals for polar species—showing good semantic alignment. However, it omits critical details from the reference: explicit stagnation-point focus with coupling into the porous medium, wall catalycity and species transport in the porous matrix, low computational cost aim, validation for non‑blowing/blowing, comparison of coolant effectiveness for a generic case, and the development of correlations for heat/mass Stanton number reduction. It also adds unreferenced claims (e.g., scaling laws for orbiting boundary behavior) and broad impact statements not in the reference. The style is appropriate but somewhat verbose."
1,Brody_2025_Numerical_simulation_of,gemma-3-27b-it,0.6,"The generated abstract largely preserves core elements: it frames the hypersonic sharp-leading-edge heating problem, sets the objective of developing a TC solver under non-equilibrium, includes key physics (wall catalysis, porous media, multicomponent transport), and notes use of Stockmayer-based collision integrals for polar species, aligning with the reference. However, it introduces unsubstantiated specifics not in the reference (high-order finite difference, Boltzmann equation implementation, Darcy’s law, validation against experimental data), reducing semantic fidelity. It omits critical contributions from the reference, including development of correlations for heat and mass Stanton number reduction, explicit validation for both non-blowing and blowing cases, emphasis on low computational cost and full-detail retention along the stagnation line, relevance to Mars/Jupiter atmospheres, and the broader parameter variations (altitude, speed). Style is appropriate and reasonably concise. These omissions and added details lead to partial but not complete alignment."
1,Brody_2025_Numerical_simulation_of,llama-3.3-70B-Instruct,0.4,"The abstract preserves several core elements—problem context (hypersonic heating and sharp leading edges), objective (develop a computational tool for transpiration cooling under non-equilibrium), methodology highlights (two-temperature model, Stockmayer-based transport), and validation/parametric studies including surface catalysis. However, it omits critical specifics central to the reference: explicit focus on stagnation points/line, representation of flow into and within the porous medium, claims of computational efficiency/low cost, parameterization by altitude, speed, and leading-edge radius, validation for non-blowing vs. blowing, and development of correlations for heat and mass Stanton number reduction. It also introduces unreferenced elements (a modified Boltzmann equation and finite-volume scheme), risking hallucination. Style is appropriate but somewhat verbose."
1,Brody_2025_Numerical_simulation_of,DeepSeek-R1-Distill-Llama-70B,0.3,"Partially preserves core elements (problem of hypersonic heating, objective to model transpiration cooling at stagnation line, inclusion of non-equilibrium thermochemistry and polar-species transport), but misses several critical details from the reference and introduces unsupported specifics. It omits key reference elements such as the Stockmayer potential for collision integrals and specific polar species (NO, CO, CN, CH), modeling inside the porous medium and parametric studies (altitude, speed, radius, coolant properties), low computational cost, validation for both non-blowing and blowing, surface catalycity/wall temperature studies, and correlations for heat/mass Stanton reduction, as well as relevance to Mars/Jupiter. It adds ungrounded claims (Park’s two-temperature model, OCEAN library expansion, shock-tube experimental validation, helium effectiveness). The presence of a think/meta section violates scientific abstract style. Conciseness is reduced by extraneous and speculative details."
1,Brody_2025_Numerical_simulation_of,DeepSeek-R1-Distill-Qwen-32B,0.3,"Partially preserves core elements (hypersonic heating problem, TC focus, stagnation-line solver, multicomponent transport, collision integrals), but omits many critical specifics from the reference: sharp leading-edge context and shock standoff/drag trade; wall catalycity; species transport and profiles within the porous medium; parameterization by altitude, speed, radius, coolant flow/composition; the three-element plan; Stockmayer potential for NO/CO/CN/CH and planetary relevance; low computational cost; validation for non‑blowing/blowing; development of Stanton number correlations and generic test case results. Introduces unsupported claims (boundary layer stability, enhanced thermochemistry database, Darcy–Forchheimer model, design optimization). Also includes a visible reasoning trace (<think>), violating abstract style. While concise and generally scientific in tone, semantic fidelity and completeness are insufficient."
1,Brody_2025_Numerical_simulation_of,mistral-small-3.2-24B-Instruct-2506,0.6,"Captures core elements: hypersonic heating problem, objective to model transpiration cooling at stagnation points, methodology with thermochemical non-equilibrium, multicomponent transport, and wall catalycity. However, it omits key specifics from the reference: species transport inside the porous medium and full stagnation-line-to-porous modeling, validation for non-blowing and blowing cases, low computational cost claim, use of Stockmayer potential for polar species (NO, CO, CN, CH) and broader planetary-entry relevance, explicit parameter variations (altitude, speed, radius, coolant properties), comparison of coolant effectiveness, and development of Stanton number reduction correlations. It also introduces an unsupported “thermochemistry database expansion.” Style is appropriate and concise without bullets or meta-commentary."
1,Brody_2025_Numerical_simulation_of,qwen/qwen3-30b-a3b-2507,0.6,"Preserves core elements well: states the hypersonic heating problem and need for sharp leading edges, the objective to develop an accurate/efficient TC solver under non-equilibrium, methodology including improved thermochemistry via Stockmayer for polar species, multicomponent transport and porous modeling, validation, and contributions (parametric characterization and correlations). Style is appropriate for a scientific abstract and reasonably concise. However, it introduces unsupported specifics not in the reference, hurting semantic fidelity: mentions the OCEAN library, a two-temperature model, penalized Navier–Stokes with Darcy–Forchheimer, failure of named correlations (Swann & Pittman; Moyer & Rindall), and specific injectant rankings (hydrogen/water vapor), none of which appear in the expected abstract. It also shifts atmospheric scope (Mars and pyrolysis mixtures vs. Mars/Jupiter) and omits some explicit dependencies (altitude, speed, leading-edge radius) and the stated validation cases (non-blowing and blowing)."
1,Brody_2025_Numerical_simulation_of,meta-llama-3.1-8B-Instruct,0.2,"Partially preserves core elements (problem of hypersonic heating/non-equilibrium; objective to develop a numerical tool for transpiration cooling; methodology includes Stockmayer-based collision integrals for NO, CN, CO, CH). However, it omits critical expected details: sharp leading-edge motivation, explicit wall catalycity, species transport and solution within the porous medium, solver retaining full detail into the porous region, validation for non-blowing/blowing, a generic test case comparison, and development of heat/mass Stanton number correlations. Semantic drift appears in claims that polarity does not affect high-temperature transport and that Stockmayer matches Lennard-Jones for highly polar species (>2 Debye), which are not supported in the expected abstract. Style is scientific prose but egregiously non-concise with extensive repetition and unnecessary historical background (Homann, Lighthill, PNS), violating conciseness and completeness requirements."
1,Brody_2025_Numerical_simulation_of,llama-3.2-1B-Instruct,0.0,"The actual output is not a scientific abstract but meta-instructions and a request for input, failing to preserve core elements (problem, objectives, methodology, results, contributions). It does not reflect the reference content on hypersonic transpiration cooling, sharp leading edges, non-equilibrium thermochemistry, Stockmayer potential, solver validation, or correlations, leading to severe omissions and poor semantic fidelity. It uses bullet points and process commentary, violating abstract style and conciseness requirements."
1,Brody_2025_Numerical_simulation_of,llama-3.2-3B-Instruct,0.2,"The generated abstract fails to preserve the core problem and objectives of the reference, which center on developing a numerical solver for transpiration cooling at stagnation points with non-equilibrium thermochemistry, wall catalycity, and porous-medium transport. Instead, it shifts focus to collision integrals and orbiting analysis using the Stockmayer potential. It omits critical methodology and results such as the stagnation-line solver spanning the shock to porous medium, validation for non-blowing/blowing cases, coolant effectiveness comparisons, and correlations for heat/mass Stanton number reduction. It introduces unsupported claims (e.g., polarity not significantly affecting transport at high temperatures and orbiting boundary analysis) not present in the reference, harming semantic fidelity. The style is appropriate and concise, but the content diverges significantly from the expected abstract."
1,Brody_2025_Numerical_simulation_of,DeepSeek-R1-Distill-Llama-8B,0.3,"Partial alignment: the abstract captures the general problem (hypersonic heating, need for TPS), objective (modeling transpiration cooling), and mentions non‑equilibrium thermochemistry and multicomponent transport. However, it omits critical specifics from the reference: explicit stagnation‑point focus; wall catalycity and species transport within the porous medium; detailed parameterization (altitude, speed, leading‑edge radius, coolant flow/composition); improvements via Stockmayer potential and relevance to polar species (NO, CO, CN, CH) and planetary entry; validation for non‑blowing/blowing; comparisons of coolant effectiveness; and development of correlations (Stanton number reductions). It introduces elements not in the reference (OCEAN library) and includes a likely inaccuracy (“negligible viscous‑inviscid interactions”), harming semantic fidelity. Style is violated by the included meta “think” block, and extraneous historical context reduces conciseness."
1,Brody_2025_Numerical_simulation_of,DeepSeek-R1-Distill-Qwen-1.5B,0.0,"Fails to preserve core elements of the reference hypersonic TC abstract. The expected abstract covers aerodynamic heating for sharp leading edges, a goal of developing an accurate/efficient solver for transpiration cooling at stagnation points, methods including non-equilibrium thermochemistry, wall catalycity, species transport and Stockmayer-based transport properties, with validation and Stanton number correlations. The actual output instead discusses the stock market and meta-statements about abstracts, includes <think> traces, bullet points, and markdown, and provides no accurate methodology, results, or contributions from the reference. It introduces domain distortions, omits all critical technical details, violates scientific abstract style, and is verbose and repetitive."
1,Brody_2025_Numerical_simulation_of,DeepSeek-R1-Distill-Qwen-7B,0.0,"Fails to preserve core elements of the reference: the Expected Output centers on hypersonic flight, transpiration cooling at stagnation points, non-equilibrium thermochemistry, wall catalycity, porous media transport, validation for blowing/non-blowing, and Stanton number correlations. The Actual Output instead discusses a generic framework for collision integrals (e.g., 315 pairs, CO2/CH3NH2/NO2), omitting TC, stagnation-line modeling, and hypersonic context. It introduces unsupported details and metrics (±0.2% error, 1% agreement), violating semantic fidelity. Critical information (solver spanning shock to porous medium, validation scope, correlations) is missing. Style violations include chain-of-thought, markdown headers, and meta-commentary. It is not concise due to extraneous preface and closing remarks."
1,Brody_2025_Numerical_simulation_of,DeepSeek-R1-Distill-Qwen-14B,0.3,"Partially preserves core elements (hypersonic TC in non-equilibrium, Stockmayer-based collision integrals, solver for stagnation heat-flux reduction), but introduces multiple unsupported details (OCEAN library expansion, Darcy–Forchheimer/Brinkman coupling, orbiting analysis, and a specific temperature-dependent result about polarity) not present in the reference, harming semantic fidelity. Omits critical items: wall catalycity, validation for non-blowing/blowing, parametric dependencies (altitude, speed, radius, coolant rate/composition), retention of full thermochemical detail along the stagnation line into the porous medium, and development of Stanton number reduction correlations. Includes a reasoning preface (<think>) violating abstract-only style. While concise, it achieves brevity by omitting essential content."
1,Brody_2025_Numerical_simulation_of,Phi-4-mini-instruct,0.5,"Strengths: preserves the core problem (hypersonic heating on sharp leading edges) and the objective of modeling transpiration cooling under thermochemical nonequilibrium; mentions multicomponent transport and validation. Shortcomings: omits key reference elements—no wall catalycity, no species transport within the porous medium or full stagnation-line-to-porous modeling, no parameter study over altitude/speed/leading-edge radius/coolant properties, no Stockmayer-based collision integrals for polar species (NO, CO, CN, CH) or Mars/Jupiter relevance, no low computational-cost claim, no distinction between non-blowing and blowing validation, and no development of heat/mass Stanton number correlations. It also introduces Park’s two-temperature model not specified in the reference. Style is appropriate and concise."
1,Brody_2025_Numerical_simulation_of,qwen/qwen3-4b-2507,0.5,"The abstract preserves core elements of problem, objectives, methodology, and contributions, aligning with the reference on hypersonic stagnation, transpiration cooling, Park two‑temperature modeling, Stockmayer collision integrals for NO/CO/CN/CH, and inclusion of wall catalysis/porous injection. However, it misses critical specifics from the reference: explicit low computational cost, validation in both non‑blowing and blowing cases, development of heat/mass Stanton number correlations, a generic coolant effectiveness comparison, and explicit continuity of the solution into the porous medium. It also adds claims not supported by the reference (radiative heat transfer evaluation, boundary‑layer transition risk, non‑linear scaling with blowing ratio, minimal molecular‑weight dependence above 1000 K, and sufficiency of spherical potentials at high temperature), reducing semantic fidelity. The style is appropriate but overly verbose, impacting conciseness."
1,Brody_2025_Numerical_simulation_of,gpt-oss-120b,0.7,"The generated abstract preserves the core elements: it states the hypersonic heating problem and sharp-leading-edge motivation, defines the objective of an efficient TC solver at stagnation points under non‑equilibrium, details methodology (two‑temperature Navier–Stokes, Chapman–Enskog transport, Darcy–Forchheimer porous flow, surface catalysis, and Stockmayer-based polar-species collision integrals), and reports results from a parametric study (trends with blowing parameter F, injectant properties, and non‑equilibrium effects on shock standoff and heat flux). It follows scientific abstract style. However, it introduces unreferenced specifics (OCEAN library, orbiting‑surface framework, and a claim of negligible polarity impact at high temperatures) that are not in the reference, risking semantic drift. It omits some critical details present in the reference: explicit mention of leading-edge radius as a parameter, relevance to Mars/Jupiter entry, validation for non‑blowing vs blowing and a generic test case comparison, and explicit development of Stanton number correlations. It is also dense and somewhat verbose. Overall alignment is strong but with notable additions and omissions."
1,Brody_2025_Numerical_simulation_of,gpt-oss-20b,0.8,"The actual abstract preserves the core elements of the reference: it states the hypersonic heating problem and stagnation-point TC focus, sets the objective of developing an accurate computational framework, details methods (non-equilibrium thermochemistry, Stockmayer-based transport for polar species NO/CO/CN/CH, porous Darcy–Forchheimer modeling, wall catalysis), provides validation and results (agreement with experiments/correlations within ~5% for Mach 5–10, parametric sweeps of blowing ratios and injectants, quantified heat-flux reductions), and highlights contributions (a reusable design tool and guidelines). Semantic fidelity is strong with no contradictions to the reference. However, it omits a key stated contribution from the reference—developing correlations for heat and mass Stanton number reduction—and does not explicitly emphasize the “inexpensive/low computational cost” goal or validation for both non-blowing and blowing. It also adds extraneous specifics (e.g., OCEAN library, lift-to-drag impacts, Marrone–Treanor) not present in the reference. The style is appropriate, but the abstract is verbose. Overall alignment is strong with minor omissions and some unnecessary detail."
